iter	Logloss
384	0.3053895005
385	0.3053460102
386	0.3052800211
387	0.3052608173
388	0.305206179
389	0.3050717806
390	0.3050198314
391	0.3049101198
392	0.3048400293
393	0.3047570489
394	0.304693533
395	0.3046383479
396	0.3045244607
397	0.3044297444
398	0.3042945621
399	0.3042145256
400	0.3041254639
401	0.3040498046
402	0.3038900558
403	0.3038560412
404	0.3037550751
405	0.3036065805
406	0.3035428091
407	0.3034345902
408	0.3033710035
409	0.3033137576
410	0.3031696973
411	0.3030746628
412	0.3029574792
413	0.3029085281
414	0.3028733421
415	0.3028191991
416	0.3027067696
417	0.3026112944
418	0.3025424834
419	0.3024445276
420	0.3023492419
421	0.3023033474
422	0.3022429545
423	0.302145732
424	0.3020851959
425	0.3020325033
426	0.3019998229
427	0.3018982555
428	0.3018280275
429	0.3017733761
430	0.301689302
431	0.3015545069
432	0.301459027
433	0.3013984266
434	0.3013090487
435	0.3012430052
436	0.3011471162
437	0.3010358054
438	0.3009407983
439	0.3008933528
440	0.3008223976
441	0.3007007398
442	0.3006174417
443	0.3005391969
444	0.3004743851
445	0.3004244461
446	0.3003398749
447	0.3002919571
448	0.3002460546
449	0.3001502578
450	0.300102994
451	0.2999518299
452	0.2999094186
453	0.299833931
454	0.2997753964
455	0.2997225654
456	0.2996471654
457	0.2996291522
458	0.2995420444
459	0.2994390694
460	0.2993456595
461	0.2992414852
462	0.2991144049
463	0.2990108447
464	0.2989581861
465	0.2988650616
466	0.2987563693
467	0.298690408
468	0.2986373652
469	0.2985775614
470	0.2984439506
471	0.2983600645
472	0.2983162571
473	0.2982096324
474	0.2981628021
475	0.2981303187
476	0.2980886972
477	0.2979654339
478	0.2978929674
479	0.2978336863
480	0.2977965182
481	0.2977670399
482	0.2977540507
483	0.2977052054
484	0.297571252
485	0.2974893635
486	0.2974065807
487	0.2973121264
488	0.2972513602
489	0.297131206
490	0.2970707634
491	0.2969786369
492	0.2969492153
493	0.2968665904
494	0.2967595255
495	0.2966854944
496	0.2966179963
497	0.2964925222
498	0.296393432
499	0.2962932961
500	0.2962267692
501	0.2961444377
502	0.2961212054
503	0.2960461468
504	0.2959525235
505	0.2959114258
506	0.2958218017
507	0.2957531009
508	0.295602263
509	0.2955547257
510	0.2954667616
511	0.2954486578
512	0.295347109
513	0.2952403796
514	0.2950980872
515	0.295072949
516	0.2949476502
517	0.2948899283
518	0.2948117586
519	0.2947521969
520	0.2947143355
521	0.2946542986
522	0.2945986162
523	0.2945539661
524	0.2944399349
525	0.2943097285
526	0.2942701202
527	0.2942249414
528	0.2941616066
529	0.2941159085
530	0.2940788687
531	0.2939591188
532	0.2939020105
533	0.2938660344
534	0.2937811537
535	0.293717212
536	0.2936296867
537	0.2935345876
538	0.2934813159
539	0.2934233431
540	0.2932841201
541	0.2932309456
542	0.2931970314
543	0.2931615465
544	0.2931337727
545	0.2930373271
546	0.2929900298
547	0.2929246379
548	0.2928664091
549	0.2927898194
550	0.2927169136
551	0.2926680631
552	0.2925185745
553	0.2924673485
554	0.2923783325
555	0.2922847969
556	0.2922026883
557	0.2921266108
558	0.2920328427
559	0.2919328881
560	0.2918964242
561	0.2917990031
562	0.2917325469
563	0.2916317983
564	0.2916129268
565	0.2915318121
566	0.2914683287
567	0.2914455413
568	0.291313219
569	0.2911789867
570	0.2910804844
571	0.2909850063
572	0.2909404584
573	0.2908256703
574	0.2907124758
575	0.2905495773
576	0.2904880353
577	0.290467896
578	0.2903376791
579	0.2903056805
580	0.2902254494
581	0.2901082034
582	0.2900294988
583	0.2899056799
584	0.2898419869
585	0.2897622853
586	0.2896923695
587	0.2896599131
588	0.2895520297
589	0.2894835645
590	0.2894343409
591	0.2893319714
592	0.2892987287
593	0.2891957354
594	0.2890884179
595	0.2890306484
596	0.2889691268
597	0.2888985139
598	0.2887776459
599	0.2886894866
600	0.2886479902
601	0.2885947437
602	0.288577334
603	0.2885571754
604	0.2884533593
605	0.2884396281
606	0.2883314181
607	0.2883241951
608	0.288163105
609	0.2880885359
610	0.2880042662
611	0.287903803
612	0.2878309284
613	0.2878006835
614	0.2877746154
615	0.287740908
616	0.2876885162
617	0.2876304042
618	0.2875905925
619	0.2875440664
620	0.287453609
621	0.287390032
622	0.2872324498
623	0.2871704742
624	0.2871142019
625	0.2870741019
626	0.2869622911
627	0.2869465416
628	0.2869163155
629	0.2868541263
630	0.2867215459
631	0.2866568862
632	0.2865899333
633	0.2865144485
634	0.2864617872
635	0.286420224
636	0.2863345909
637	0.286296624
638	0.2862677235
639	0.2861739568
640	0.28606174
641	0.285989064
642	0.2859409155
643	0.2858429177
644	0.2857163235
645	0.2856949025
646	0.2856237977
647	0.2855487579
648	0.2854689044
649	0.2853796546
